HNO,plot,DWTOTALLEAF,DWMSL,DWBL,TOTALSTEM,DWAP,DWGP,DWPOD,DWMP,WHOLE
2,D69,,2.229,0.424,0.827,0,,0,,
3,D69,,1.936,4.61,2.639,,,,,
4,D69,,7.815,5.875,7.049,,,,,
5,D69,,,23.12,23.11,,,0.944,,
6,D69,,,20.49,35.15,0.137,,10.47,,
7,D69,,0,20.09,31.59,0.57,,6.8,,
8,D69,,,21.03,60.85,3.145,6.177,,4.175,
11,D7,,,6.52,15.7,0.41,10.17,,43.08,
1,D7,,0.0819,,0.0119,,,,,
10,D7,,,4.068,10.14,.,,34.92,,
2,D7,,0.432,*,0.1172,,,,,
3,D7,,2.368,1.294,1.555,,,,,
4,D7,,3.126,0.897,1.832,,,,,
5,D7,,4.94,3.16,5.54,,,0,,
6,D7,,5.433,7.42,9.66,,,2.532,,
7,D7,,3.948,11.14,17.19,,,18.864,,
8,D7,,2.159,13.82,18.93,,,,,
9,D7,,,9.79,17.15,1.102,,36.836,,
1,D70,,0.994,0.0604,0.4812,,,,,
3,D70,,1.704,2.505,1.933,,,,,
4,D70,,4.009,4.745,6.652,,,0.255,,
5,D70,,,12.44,12.46,,,,0.65,
6,D70,,,10.48,19.36,0.126,,2.52,,
7,D70,,,18.95,32.18,0.883,,5.526,,
8,D70,,,11.78,31.6,1.114,,3.2,,
9,D70,,,4.575,26.92,,,,,
1,D71,,0.61,*,0.1696,,,,,
2,D71,,2.0716,0.4033,1.0268,,,,,
3,D71,,4.033,4.295,3.772,,,,,
4,D71,,8.45,8.742,10.136,,,,,
5,D71,,4.681,9.008,11.373,,,,,
6,D71,,,28.07,36.43,,,7.397,,
7,D71,,,19.5,39.16,0.132,,10.354,,
8,D71,,,19.33,48.95,3.372,0,9.251,,
9,D71,,,4.48,42.99,0.217,,1.147,,
5,D72,,,17.47,10.82,,,,,
6,D72,,,18.21,18.86,,,0.619,,
7,D72,,,34.79,42.68,,,2.237,,
8,D72,,0,37.2,51.12,1.2,,2,,
1,D73,,0.5789,*,0.196,,,,,
2,D73,,2.8198,0.9356,1.5323,,,,,
3,D73,,4.44,2.938,3.618,,,,,
4,D73,,6.45,16.19,15.33,,,2.054,,
5,D73,,,19.53,18.33,,,0.747,,
6,D73,,,14.924,16.509,0.994,,2.504,,
7,D73,,,7.08,12.48,,,1.154,,
8,D73,,,7.06,27.29,1.219,0,1.981,,
1,D75,,0.5416,*,0.0934,,,,,
2,D75,,1.5948,0.2004,0.5536,,,,,
3,D75,,6.238,4.839,4.735,0,,0,,
4,D75,,9.16,20.21,16.85,,,,,
5,D75,,,17.32,14.32,,,,,
6,D75,,,25.15,28.68,0.14,,0.28,,
7,D75,,,45.49,65.61,0.948,,3.483,,
8,D75,,,26.95,54.92,0.846,,0.145,,
9,D75,,,1.925,86.01,0.639,0,0,,
1,D77,,0.209,*,0.0346,,,,,
2,D77,,1.9695,0.2822,0.9214,,,,,
3,D77,,3.947,2.525,3.377,,,,,
4,D77,,7.282,7.263,7.666,,,,,
5,D77,,,20.773,10.99,,,,0.099,
6,D77,,,29.51,31.89,,,6.59,,
7,D77,,,24.34,30.98,0.543,,8.163,,
8,D77,,,9.47,24.04,3.707,,0.226,,
1,D78,,0.451,*,0.0843,,,,,
2,D78,,2.1834,0.2517,0.7057,,,,,
3,D78,,3.841,2.406,2.638,0,,0,,
4,D78,,8.29,14.504,13.927,,,,,
5,D78,,,18.93,17.54,,,0.967,,
6,D78,,,25.44,26.62,0.28,,6.01,,
7,D78,,,16.27,26.07,1.226,,9.949,,
8,D78,,,13.07,37.64,1.02,,3.521,,
11,D79,,,0.412,24.66,2.481,0.968,,0.026,
1,D79,,1.2121,0.1009,0.4717,,,,,
2,D79,,4.005,2.338,3.147,0,,0,,
3,D79,,3.71,5.045,7.582,0,,0,,
4,D79,,4.997,17.274,17.383,,,1.057,,
5,D79,,,21.78,30.44,,,13.006,,
6,D79,,,26.54,33.85,0.79,,9.362,,
7,D79,,,16.31,37.66,4.04,,7.41,,
8,D79,,,13.55,23.69,0.48,0.59,,,
11,D8,,,5.232,27.26,2.105,0.401,70.98,,
11,D8,,,3.99,16.514,0,0,,47.08,
1,D8,,0.0377,*,0.0055,,,,,
10,D8,,,8.33,13.01,0.69,,28.19,,
2,D8,,0.199,*,0.0243,,,,,
3,D8,,0.63,*,0.149,,,,,
4,D8,,2.469,0.737,1.081,,,,,
5,D8,,3.095,3.3,3.158,,,,,
6,D8,,7.391,11.69,10.78,,,0.282,,
7,D8,,6.837,12.24,20.94,,,6.157,,
8,D8,,3.427,8.495,16.722,,,12.733,,
9,D8,,,16.83,22.49,.,,30.508,,
1,D80,,0.5092,0.0082,0.0893,,,,,
2,D80,,1.44,2.11,1.83,0,,0,,
2,D80,,2.192,0.605,0.924,0,,0,,
3,D80,,3.61,6.53,7.89,0,,0,,
4,D80,,5.11,22.28,24.96,,,1.266,,
5,D80,,,21.55,21.6,,,,,
7,D80,,,19.18,35.05,0,,0,,
8,D80,,,24.75,53.42,0.484,,0.295,,
9,D80,,,11.05,69.68,0.438,,,0,
6,D80,,,28.36,33.87,0.63,0.82,,,
11,D9,,,7.9,26.9,0.57,20.85,,74.05,
1,D9,,,,0.0027,,,,,
1,D9,,0.0514,,,,,,,
10,D9,,,8.43,16.93,0.617,,64.97,,
2,D9,,0.2435,*,0.0281,,,,,
3,D9,,0.721,*,0.155,,,,,
4,D9,,2.557,0.686,1.131,,,,,
5,D9,,4.073,2.77,4.249,,,,,
6,D9,,4.808,6.78,8.56,,,0.268,,
7,D9,,4.499,13.52,17.93,,,12.451,,
8,D9,,2.433,11.24,22.12,,,11.154,,
9,D9,,,7.98,14.86,0.673,,39.566,,
